id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,age_group,income_group,spending_group,customer_value_score,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,kmeans_cluster,rfm_segment,estimated_clv
566,29,Male,60262,56,4,27,Clothing,452.32,25-34,Medium,Medium Spenders,48.7486,176,27,452.32,3,3,3,333,3,Others,48850.56
567,22,Other,92601,75,7,49,Electronics,120.76,18-24,Medium,High Spenders,72.27029999999999,22,49,120.76,5,5,1,551,3,New Customers,41420.68000000001
568,45,Female,41917,58,8,5,Home & Garden,870.38,45-54,Low,Medium Spenders,51.8251,330,5,870.38,1,1,5,115,1,Cannot Lose Them,34815.2
569,29,Female,59815,43,6,24,Groceries,105.48,25-34,Medium,Medium Spenders,47.384499999999996,197,24,105.48,3,3,1,331,2,Others,15189.119999999999
570,18,Other,94701,69,8,48,Clothing,760.34,18-24,Medium,Medium Spenders,72.4903,29,48,760.34,5,5,4,554,1,Champions,291970.56
571,36,Female,31458,40,4,6,Electronics,371.77,35-44,Low,Medium Spenders,33.4974,323,6,371.77,1,1,2,112,0,Others,8922.48
572,19,Male,134193,95,7,44,Electronics,97.65,18-24,High,High Spenders,92.6979,57,44,97.65,5,5,1,551,3,New Customers,30076.200000000004
573,40,Female,143338,6,8,26,Groceries,491.07,35-44,High,Low Spenders,61.66139999999999,183,26,491.07,3,3,3,333,2,Others,102142.56
574,48,Other,93084,30,7,5,Clothing,480.55,45-54,Medium,Medium Spenders,53.9752,330,5,480.55,1,1,3,113,2,Others,16819.25
575,49,Male,55027,62,2,1,Clothing,962.9,45-54,Medium,Medium Spenders,45.318099999999994,358,1,962.9,1,1,5,115,0,Cannot Lose Them,1925.8
576,51,Female,149256,96,1,31,Electronics,266.83,45-54,High,High Spenders,85.48680000000002,148,31,266.83,4,3,2,432,3,Others,8271.73
577,32,Female,46610,92,5,9,Groceries,409.85,25-34,Low,High Spenders,60.873000000000005,302,9,409.85,1,1,3,113,3,Others,18443.25
578,64,Male,43175,59,10,35,Electronics,363.86,55-64,Low,Medium Spenders,56.9025,120,35,363.86,4,4,2,442,1,Others,127351.0
579,21,Female,71227,17,10,12,Electronics,101.48,18-24,Medium,Low Spenders,48.2881,281,12,101.48,2,2,1,221,2,Price Sensitive,12177.6
580,51,Female,149744,99,1,12,Groceries,215.92,45-54,High,High Spenders,86.64320000000001,281,12,215.92,2,2,2,222,3,Others,2591.04
581,46,Male,129568,56,10,27,Clothing,766.26,45-54,High,Medium Spenders,81.5404,176,27,766.26,3,3,4,334,1,Promising,206890.2
582,19,Male,135968,50,4,49,Electronics,174.43,18-24,High,Medium Spenders,69.2804,22,49,174.43,5,5,1,551,3,New Customers,34188.28
583,33,Male,38240,92,3,37,Home & Garden,626.82,25-34,Low,High Spenders,54.642,106,37,626.82,4,4,4,444,3,Loyal Customers,69577.02
584,30,Male,114808,23,9,6,Clothing,74.08,25-34,High,Low Spenders,61.702400000000004,323,6,74.08,1,1,1,111,2,Others,4000.32
585,51,Female,37310,6,5,14,Sports,706.18,45-54,Low,Low Spenders,23.733,267,14,706.18,2,2,4,224,0,Others,49432.59999999999
586,62,Other,147903,79,5,22,Electronics,203.15,55-64,High,High Spenders,86.1909,211,22,203.15,2,2,2,222,3,Others,22346.5
587,20,Other,61541,80,2,14,Groceries,48.5,18-24,Medium,High Spenders,54.6023,267,14,48.5,2,2,1,221,3,Price Sensitive,1358.0
588,47,Other,55753,69,5,40,Home & Garden,772.89,45-54,Medium,Medium Spenders,54.7259,85,40,772.89,4,4,4,444,1,Loyal Customers,154578.0
589,29,Other,80868,33,6,15,Clothing,865.65,25-34,Medium,Medium Spenders,49.6104,260,15,865.65,2,2,5,225,0,Others,77908.5
590,33,Male,93599,22,4,37,Sports,274.96,25-34,Medium,Low Spenders,45.2497,106,37,274.96,4,4,2,442,2,Others,40694.079999999994
591,53,Male,108263,21,1,47,Electronics,734.48,45-54,High,Low Spenders,43.3489,36,47,734.48,5,5,4,554,0,Champions,34520.56
592,22,Male,100730,4,5,10,Sports,459.58,18-24,High,Low Spenders,41.919000000000004,295,10,459.58,1,1,3,113,2,Others,22979.0
593,62,Female,148501,41,9,32,Sports,980.47,55-64,High,Medium Spenders,79.27029999999999,141,32,980.47,4,4,5,445,1,Champions,282375.36
594,29,Other,98150,42,9,34,Sports,324.11,25-34,Medium,Medium Spenders,64.58500000000001,127,34,324.11,4,4,2,442,2,Others,99177.66
595,28,Other,61870,100,6,3,Groceries,728.67,25-34,Medium,High Spenders,70.59100000000001,344,3,728.67,1,1,4,114,3,Cannot Lose Them,13116.059999999998
596,46,Male,73370,2,4,29,Home & Garden,486.5,45-54,Medium,Low Spenders,31.101,162,29,486.5,3,3,3,333,2,Others,56434.0
597,50,Male,132598,57,7,21,Home & Garden,930.91,45-54,High,Medium Spenders,76.7894,218,21,930.91,2,2,5,225,1,Others,136843.77000000002
598,56,Other,55695,58,7,30,Electronics,435.76,55-64,Medium,Medium Spenders,54.2085,155,30,435.76,3,3,3,333,1,Others,91509.59999999999
599,41,Other,69204,95,4,28,Clothing,936.04,35-44,Medium,High Spenders,67.0412,169,28,936.04,3,3,5,335,0,Loyal Customers,104836.48
600,52,Male,127010,76,8,26,Sports,13.46,45-54,High,High Spenders,84.763,183,26,13.46,3,3,1,331,3,Others,2799.6800000000003
601,53,Female,137854,33,10,47,Groceries,523.27,45-54,High,Medium Spenders,75.0262,36,47,523.27,5,5,3,553,1,New Customers,245936.9
602,20,Male,145924,64,5,18,Electronics,495.49,18-24,High,Medium Spenders,79.55720000000001,239,18,495.49,2,2,3,223,3,Others,44594.1
603,33,Female,53219,33,4,47,Clothing,251.23,25-34,Medium,Medium Spenders,37.6357,36,47,251.23,5,5,2,552,2,New Customers,47231.24
604,47,Male,64592,25,4,12,Home & Garden,237.34,45-54,Medium,Low Spenders,37.4976,281,12,237.34,2,2,2,222,2,Others,11392.32
605,18,Female,144275,69,9,27,Electronics,141.72,18-24,High,Medium Spenders,89.15249999999999,176,27,141.72,3,3,1,331,3,Others,34437.96
606,39,Male,48641,45,3,46,Home & Garden,415.19,35-44,Low,Medium Spenders,39.052299999999995,43,46,415.19,5,5,3,553,0,New Customers,57296.22
607,30,Male,102200,88,5,47,Home & Garden,131.84,25-34,High,High Spenders,76.33,36,47,131.84,5,5,1,551,3,New Customers,30982.4
608,41,Other,67215,34,3,30,Home & Garden,460.25,35-44,Medium,Medium Spenders,40.064499999999995,155,30,460.25,3,3,3,333,0,Others,41422.5
609,53,Other,96499,29,4,5,Electronics,744.11,45-54,Medium,Low Spenders,48.5997,330,5,744.11,1,1,4,114,0,Cannot Lose Them,14882.2
610,23,Female,83912,28,6,31,Home & Garden,98.32,18-24,Medium,Low Spenders,48.683600000000006,148,31,98.32,4,3,1,431,2,Others,18287.519999999997
611,42,Female,63444,72,4,40,Home & Garden,166.45,35-44,Medium,High Spenders,56.233200000000004,85,40,166.45,4,4,1,441,3,Others,26632.0
612,33,Female,38271,39,10,43,Electronics,99.52,25-34,Low,Medium Spenders,47.5113,64,43,99.52,5,5,1,551,2,New Customers,42793.6
613,60,Other,53295,73,3,5,Home & Garden,642.3,55-64,Medium,High Spenders,51.2385,330,5,642.3,1,1,4,114,0,Cannot Lose Them,9634.5
614,64,Female,116106,5,1,5,Clothing,25.86,55-64,High,Low Spenders,38.88179999999999,330,5,25.86,1,1,1,111,2,Others,129.3
615,69,Male,141965,98,5,35,Electronics,616.66,65+,High,High Spenders,92.1395,120,35,616.66,4,4,4,444,1,Loyal Customers,107915.5
616,43,Male,38012,55,3,24,Groceries,943.37,35-44,Low,Medium Spenders,39.6436,197,24,943.37,3,3,5,335,0,Loyal Customers,67922.64
617,29,Other,83172,51,8,1,Clothing,906.75,25-34,Medium,Medium Spenders,61.3616,358,1,906.75,1,1,5,115,0,Cannot Lose Them,7254.0
618,53,Other,62024,13,2,39,Sports,66.6,45-54,Medium,Low Spenders,28.1972,92,39,66.6,4,4,1,441,2,Others,5194.799999999999
619,29,Other,88288,39,5,50,Groceries,803.87,25-34,Medium,Medium Spenders,52.5864,15,50,803.87,5,5,5,555,0,Champions,200967.5
620,53,Other,50215,92,6,48,Sports,814.52,45-54,Medium,High Spenders,64.34450000000001,29,48,814.52,5,5,5,555,1,Champions,234581.76
621,20,Male,122028,40,3,6,Electronics,777.44,18-24,High,Medium Spenders,58.668400000000005,323,6,777.44,1,1,4,114,0,Cannot Lose Them,13993.920000000002
622,33,Other,102269,26,8,47,Sports,356.67,25-34,High,Low Spenders,57.5507,36,47,356.67,5,5,2,552,2,New Customers,134107.92
623,30,Female,97829,99,4,27,Clothing,320.95,25-34,Medium,High Spenders,77.2187,176,27,320.95,3,3,2,332,3,Others,34662.6
624,59,Other,66196,37,9,44,Clothing,483.66,55-64,Medium,Medium Spenders,53.0988,57,44,483.66,5,5,3,553,1,New Customers,191529.36000000002
625,41,Male,36763,50,5,36,Home & Garden,490.62,35-44,Low,Medium Spenders,41.3889,113,36,490.62,4,4,3,443,0,Others,88311.6
626,19,Male,138008,8,9,15,Groceries,116.8,18-24,High,Low Spenders,62.7524,260,15,116.8,2,2,1,221,2,Price Sensitive,15768.0
627,27,Female,96762,22,3,10,Electronics,551.43,25-34,Medium,Low Spenders,43.928599999999996,295,10,551.43,1,1,3,113,0,Others,16542.899999999998
628,39,Other,108744,63,2,23,Sports,411.86,35-44,High,Medium Spenders,62.0532,204,23,411.86,3,3,3,333,3,Others,18945.56
629,65,Male,84223,83,7,46,Groceries,971.93,65+,Medium,High Spenders,72.9269,43,46,971.93,5,5,5,555,1,Champions,312961.45999999996
630,64,Female,145746,76,2,48,Home & Garden,49.06,55-64,High,High Spenders,78.6038,29,48,49.06,5,5,1,551,3,New Customers,4709.76
631,47,Female,108766,37,7,38,Groceries,640.55,45-54,High,Medium Spenders,61.8098,99,38,640.55,4,4,4,444,1,Loyal Customers,170386.3
632,29,Female,72125,41,5,31,Sports,507.62,25-34,Medium,Medium Spenders,48.347500000000004,148,31,507.62,4,3,3,433,0,Others,78681.09999999999
633,43,Female,97989,14,6,49,Electronics,886.61,35-44,Medium,Low Spenders,47.4867,22,49,886.61,5,5,5,555,0,Champions,260663.34
634,51,Other,143678,50,8,23,Electronics,916.04,45-54,High,Medium Spenders,79.3334,204,23,916.04,3,3,5,335,1,Loyal Customers,168551.36
635,23,Female,122669,15,3,4,Electronics,248.68,18-24,High,Low Spenders,48.8407,337,4,248.68,1,1,2,112,2,Others,2984.16
636,24,Female,93266,20,1,4,Clothing,636.29,18-24,Medium,Low Spenders,38.0198,337,4,636.29,1,1,4,114,0,Cannot Lose Them,2545.16
637,52,Other,85267,6,5,2,Home & Garden,704.32,45-54,Medium,Low Spenders,38.0001,351,2,704.32,1,1,4,114,0,Cannot Lose Them,7043.200000000001
638,34,Female,60489,95,3,38,Home & Garden,304.86,25-34,Medium,High Spenders,62.5267,99,38,304.86,4,4,2,442,3,Others,34754.04
639,68,Male,57700,70,8,46,Groceries,178.21,65+,Medium,High Spenders,61.77,43,46,178.21,5,5,2,552,1,New Customers,65581.28
640,57,Male,97035,28,6,42,Home & Garden,741.41,55-64,Medium,Low Spenders,52.7305,71,42,741.41,5,5,4,554,0,Champions,186835.31999999998
641,59,Other,141667,28,4,5,Sports,204.25,55-64,High,Low Spenders,61.750099999999996,330,5,204.25,1,1,2,112,2,Others,4085.0
642,34,Female,114408,38,7,28,Electronics,647.35,25-34,High,Medium Spenders,63.802400000000006,169,28,647.35,3,3,4,334,1,Promising,126880.59999999999
643,64,Female,92888,2,7,50,Sports,84.98,55-64,Medium,Low Spenders,43.1664,15,50,84.98,5,5,1,551,2,New Customers,29743.0
644,54,Male,132403,83,3,2,Sports,45.2,45-54,High,High Spenders,78.94089999999998,351,2,45.2,1,1,1,111,3,Others,271.20000000000005
645,67,Other,115578,10,1,36,Groceries,646.16,65+,High,Low Spenders,41.0334,113,36,646.16,4,4,4,444,0,Loyal Customers,23261.76
646,62,Male,113856,78,6,50,Electronics,720.47,55-64,High,High Spenders,77.85679999999999,15,50,720.47,5,5,4,554,1,Champions,216141.0
647,24,Other,122371,11,2,4,Electronics,838.19,18-24,High,Low Spenders,45.15129999999999,337,4,838.19,1,1,5,115,0,Cannot Lose Them,6705.52
648,43,Female,67979,49,2,6,Groceries,420.03,35-44,Medium,Medium Spenders,44.053700000000006,323,6,420.03,1,1,3,113,3,Others,5040.36
649,27,Male,147360,96,3,26,Sports,26.1,25-34,High,High Spenders,88.86800000000001,183,26,26.1,3,3,1,331,3,Others,2035.8000000000002
650,47,Other,88268,32,8,27,Groceries,686.5,45-54,Medium,Medium Spenders,55.5504,176,27,686.5,3,3,4,334,1,Promising,148284.0
651,27,Female,113174,36,3,46,Electronics,499.07,25-34,High,Medium Spenders,54.8122,43,46,499.07,5,5,3,553,0,New Customers,68871.66
652,32,Other,95862,34,6,41,Electronics,65.15,25-34,Medium,Medium Spenders,54.76859999999999,78,41,65.15,5,4,1,541,2,New Customers,16026.900000000001
653,41,Male,140959,35,7,14,Home & Garden,232.42,35-44,High,Medium Spenders,70.4277,267,14,232.42,2,2,2,222,2,Others,22777.159999999996
654,48,Male,82356,97,1,35,Sports,204.55,45-54,Medium,High Spenders,65.85679999999999,120,35,204.55,4,4,2,442,3,Others,7159.25
655,45,Other,47989,70,6,9,Groceries,218.77,45-54,Low,High Spenders,54.4867,302,9,218.77,1,1,2,112,3,Others,11813.58
656,33,Other,65142,45,10,42,Clothing,132.6,25-34,Medium,Medium Spenders,57.962599999999995,71,42,132.6,5,5,1,551,2,New Customers,55692.0
657,27,Male,81110,44,6,8,Electronics,654.05,25-34,Medium,Medium Spenders,54.013,309,8,654.05,1,1,4,114,0,Cannot Lose Them,31394.399999999998
658,61,Male,145578,79,2,34,Clothing,762.06,55-64,High,High Spenders,79.61340000000001,127,34,762.06,4,4,4,444,0,Loyal Customers,51820.079999999994
659,35,Other,116378,38,10,11,Clothing,79.27,35-44,High,Medium Spenders,70.2234,288,11,79.27,1,1,1,111,2,Others,8719.699999999999
660,54,Female,89035,14,4,11,Sports,138.81,45-54,Medium,Low Spenders,40.4205,288,11,138.81,1,1,1,111,2,Others,6107.64
661,69,Female,34122,50,4,27,Sports,758.44,65+,Low,Medium Spenders,38.5066,176,27,758.44,3,3,4,334,0,Promising,81911.52
662,66,Other,38652,40,10,7,Home & Garden,566.59,65+,Low,Medium Spenders,47.6656,316,7,566.59,1,1,3,113,1,Others,39661.3
663,30,Female,76658,70,3,32,Groceries,760.27,25-34,Medium,High Spenders,57.3174,141,32,760.27,4,4,4,444,0,Loyal Customers,72985.92
664,56,Other,30492,47,5,6,Groceries,725.26,55-64,Low,Medium Spenders,38.007600000000004,323,6,725.26,1,1,4,114,0,Cannot Lose Them,21757.799999999996
665,37,Male,105623,26,5,47,Home & Garden,94.79,35-44,High,Low Spenders,52.5569,36,47,94.79,5,5,1,551,2,New Customers,22275.65
666,31,Other,85972,62,9,25,Sports,914.63,25-34,Medium,Medium Spenders,68.8416,190,25,914.63,3,3,5,335,1,Loyal Customers,205791.75
667,29,Female,135394,53,9,36,Clothing,30.13,25-34,High,Medium Spenders,80.1782,113,36,30.13,4,4,1,441,2,Others,9762.12
668,27,Female,48576,29,7,29,Sports,976.83,25-34,Low,Low Spenders,40.4628,162,29,976.83,3,3,5,335,0,Loyal Customers,198296.49
669,52,Male,87717,79,6,44,Clothing,95.17,45-54,Medium,High Spenders,70.3551,57,44,95.17,5,5,1,551,3,New Customers,25124.880000000005
670,55,Other,59108,36,6,31,Home & Garden,900.16,55-64,Medium,Medium Spenders,44.4424,148,31,900.16,4,4,5,445,0,Champions,167429.76
671,34,Male,54274,27,2,17,Home & Garden,954.46,25-34,Medium,Low Spenders,31.252200000000002,246,17,954.46,2,2,5,225,0,Others,32451.64
672,30,Male,94803,76,6,33,Home & Garden,596.98,25-34,Medium,High Spenders,71.1709,134,33,596.98,4,4,3,443,1,Others,118202.04000000001
673,47,Female,40790,36,1,4,Clothing,913.84,45-54,Low,Medium Spenders,28.677,337,4,913.84,1,1,5,115,0,Cannot Lose Them,3655.36
674,32,Other,41072,14,5,39,Electronics,981.04,25-34,Low,Low Spenders,28.311600000000002,92,39,981.04,4,4,5,445,0,Champions,191302.8
675,64,Female,67704,12,6,17,Home & Garden,126.15,55-64,Medium,Low Spenders,37.2812,246,17,126.15,2,2,1,221,2,Price Sensitive,12867.300000000001
676,64,Female,48169,39,5,33,Groceries,451.86,55-64,Low,Medium Spenders,40.3807,134,33,451.86,4,4,3,443,0,Others,74556.90000000001
677,51,Female,146159,99,7,38,Groceries,808.89,45-54,High,High Spenders,97.8277,99,38,808.89,4,4,5,445,1,Champions,215164.74
678,63,Other,56374,60,4,45,Home & Garden,943.5,55-64,Medium,Medium Spenders,49.3622,50,45,943.5,5,5,5,555,0,Champions,169830.0
679,46,Female,112770,6,10,27,Sports,559.73,45-54,High,Low Spenders,56.501,176,27,559.73,3,3,3,333,2,Others,151127.1
680,36,Other,106345,98,7,49,Clothing,55.21,35-44,High,High Spenders,85.59349999999999,22,49,55.21,5,5,1,551,3,New Customers,18937.03
681,49,Other,115974,95,8,22,Electronics,143.0,45-54,High,High Spenders,89.0122,211,22,143.0,2,2,1,221,3,Price Sensitive,25168.0
682,61,Male,136973,27,7,2,Electronics,269.2,55-64,High,Low Spenders,65.9119,351,2,269.2,1,1,2,112,2,Others,3768.7999999999997
683,27,Female,89855,54,10,37,Home & Garden,750.51,25-34,Medium,Medium Spenders,68.9265,106,37,750.51,4,4,4,444,1,Loyal Customers,277688.7
684,42,Male,56378,8,9,18,Clothing,880.45,35-44,Medium,Low Spenders,38.2934,239,18,880.45,2,2,5,225,0,Others,142632.9
685,37,Male,104041,64,9,49,Home & Garden,117.52,35-44,High,Medium Spenders,75.30229999999999,22,49,117.52,5,5,1,551,1,New Customers,51826.31999999999
686,30,Male,115674,78,2,48,Clothing,621.73,25-34,High,High Spenders,70.3822,29,48,621.73,5,5,4,554,3,Champions,59686.08
687,59,Male,65196,22,2,36,Home & Garden,625.33,55-64,Medium,Low Spenders,32.7188,113,36,625.33,4,4,4,444,0,Loyal Customers,45023.76
688,30,Male,94970,15,4,11,Sports,250.07,25-34,Medium,Low Spenders,42.601,288,11,250.07,1,1,2,112,2,Others,11003.08
689,69,Other,45024,38,5,11,Clothing,830.03,65+,Low,Medium Spenders,38.8172,288,11,830.03,1,1,5,115,0,Cannot Lose Them,45651.65
690,39,Female,141586,50,4,46,Clothing,659.67,35-44,High,Medium Spenders,70.93579999999999,43,46,659.67,5,5,4,554,0,Champions,121379.28
691,53,Other,84686,93,8,1,Groceries,109.54,45-54,Medium,High Spenders,78.61580000000001,358,1,109.54,1,1,1,111,3,Others,876.32
692,23,Male,57558,28,6,23,Electronics,800.78,18-24,Medium,Low Spenders,40.697399999999995,204,23,800.78,3,3,4,334,0,Promising,110507.63999999998
693,28,Female,142450,80,3,22,Groceries,471.87,25-34,High,High Spenders,80.95499999999998,211,22,471.87,2,2,3,223,3,Others,31143.42
694,64,Male,32144,76,2,28,Sports,902.66,55-64,Low,High Spenders,44.3232,169,28,902.66,3,3,5,335,0,Loyal Customers,50548.96
695,45,Male,53474,79,8,21,Electronics,40.32,45-54,Medium,High Spenders,63.8522,218,21,40.32,2,2,1,221,3,Price Sensitive,6773.76
696,61,Male,89720,4,9,8,Groceries,795.49,55-64,Medium,Low Spenders,46.596000000000004,309,8,795.49,1,1,4,114,2,Cannot Lose Them,57275.28
697,36,Female,114281,99,7,6,Sports,217.78,35-44,High,High Spenders,87.9443,323,6,217.78,1,1,2,112,3,Others,9146.76
698,33,Other,36577,28,4,1,Electronics,612.54,25-34,Low,Low Spenders,30.1831,358,1,612.54,1,1,4,114,0,Cannot Lose Them,2450.16
699,55,Other,53164,64,2,19,Clothing,932.41,55-64,Medium,Medium Spenders,45.7392,232,19,932.41,2,2,5,225,0,Others,35431.58
700,31,Male,33604,8,5,2,Electronics,984.15,25-34,Low,Low Spenders,23.301199999999998,351,2,984.15,1,1,5,115,0,Cannot Lose Them,9841.5
701,31,Male,148121,34,9,32,Groceries,753.49,25-34,High,Medium Spenders,76.3563,141,32,753.49,4,4,4,444,1,Loyal Customers,217005.12
702,26,Female,42499,92,9,50,Electronics,37.57,25-34,Low,High Spenders,68.0497,15,50,37.57,5,5,1,551,3,New Customers,16906.5
703,26,Female,56466,61,3,12,Home & Garden,358.22,25-34,Medium,Medium Spenders,47.459799999999994,281,12,358.22,2,2,2,222,3,Others,12895.920000000002
704,52,Female,58805,14,2,47,Sports,104.35,45-54,Medium,Low Spenders,27.7115,36,47,104.35,5,5,1,551,2,New Customers,9808.9
705,42,Male,49140,23,9,35,Clothing,400.23,35-44,Low,Low Spenders,42.292,120,35,400.23,4,4,3,443,2,Others,126072.45000000001
706,29,Female,102972,68,3,39,Clothing,258.09,25-34,High,Medium Spenders,64.4816,92,39,258.09,4,4,2,442,3,Others,30196.529999999995
707,47,Female,128439,42,5,22,Sports,219.02,45-54,High,Medium Spenders,65.5517,211,22,219.02,2,2,2,222,2,Others,24092.200000000004
708,68,Male,47482,100,9,49,Clothing,170.56,65+,Low,High Spenders,72.73459999999999,22,49,170.56,5,5,1,551,1,New Customers,75216.96
709,44,Female,118123,40,8,31,Clothing,140.52,35-44,High,Medium Spenders,67.74690000000001,148,31,140.52,4,4,1,441,2,Others,34848.96
710,43,Female,43545,67,5,41,Electronics,179.71,35-44,Low,Medium Spenders,50.2735,78,41,179.71,5,4,2,542,3,New Customers,36840.55
711,43,Other,51398,12,4,26,Sports,117.85,35-44,Medium,Low Spenders,28.479400000000002,183,26,117.85,3,3,1,331,2,Others,12256.4
712,18,Male,141318,37,6,28,Home & Garden,428.33,18-24,High,Medium Spenders,69.47540000000001,169,28,428.33,3,3,3,333,2,Others,71959.44
713,19,Female,76416,26,6,20,Electronics,385.1,18-24,Medium,Low Spenders,45.5248,225,20,385.1,2,2,2,222,2,Others,46212.0
714,30,Male,100115,54,2,36,Sports,789.67,25-34,High,Medium Spenders,55.9945,113,36,789.67,4,4,4,444,0,Loyal Customers,56856.24
715,43,Other,67912,71,10,35,Electronics,698.03,35-44,Medium,High Spenders,69.1236,120,35,698.03,4,4,4,444,1,Loyal Customers,244310.5
716,48,Female,74273,23,10,46,Sports,626.27,45-54,Medium,Low Spenders,51.9419,43,46,626.27,5,5,4,554,1,Champions,288084.19999999995
717,47,Male,136278,76,10,48,Clothing,233.64,45-54,High,High Spenders,91.7634,29,48,233.64,5,5,2,552,1,New Customers,112147.2
718,57,Female,108833,77,3,37,Home & Garden,623.78,55-64,High,High Spenders,69.8199,106,37,623.78,4,4,4,444,3,Loyal Customers,69239.58
719,21,Female,119226,21,8,50,Sports,772.63,18-24,High,Low Spenders,60.6678,15,50,772.63,5,5,4,554,1,Champions,309052.0
720,69,Other,72651,58,5,30,Electronics,103.11,65+,Medium,Medium Spenders,55.2953,155,30,103.11,3,3,1,331,3,Others,15466.5
721,27,Male,114848,66,10,38,Groceries,912.58,25-34,High,Medium Spenders,81.2344,99,38,912.58,4,4,5,445,1,Champions,346780.4
722,45,Male,127989,99,1,42,Home & Garden,683.99,45-54,High,High Spenders,80.4167,71,42,683.99,5,5,4,554,3,Champions,28727.58
723,20,Male,48504,27,3,28,Groceries,658.54,18-24,Low,Low Spenders,31.6312,169,28,658.54,3,3,4,334,0,Promising,55317.36
724,21,Other,114762,28,3,7,Sports,397.54,18-24,High,Low Spenders,51.6986,316,7,397.54,1,1,3,113,2,Others,8348.34
725,48,Female,108563,3,8,39,Clothing,15.72,45-54,High,Low Spenders,50.1589,92,39,15.72,4,4,1,441,2,Others,4904.64
726,40,Other,105994,39,9,17,Home & Garden,347.21,35-44,High,Medium Spenders,65.5682,246,17,347.21,2,2,2,222,2,Others,53123.13
727,18,Other,84764,2,6,49,Home & Garden,348.51,18-24,Medium,Low Spenders,38.7192,22,49,348.51,5,5,2,552,2,New Customers,102461.93999999999
728,28,Other,53503,39,5,30,Groceries,591.64,25-34,Medium,Medium Spenders,41.9509,155,30,591.64,3,3,3,333,0,Others,88746.0
729,50,Male,86985,77,8,11,Sports,964.1,45-54,Medium,High Spenders,73.0055,288,11,964.1,1,1,5,115,1,Cannot Lose Them,84840.8
730,19,Male,85349,77,8,29,Home & Garden,381.04,18-24,Medium,High Spenders,72.69470000000001,162,29,381.04,3,3,2,332,3,Others,88401.28
731,53,Female,52855,12,5,33,Groceries,444.09,45-54,Medium,Low Spenders,30.9865,134,33,444.09,4,4,3,443,2,Others,73274.84999999999
732,29,Other,66264,85,2,8,Electronics,743.3,25-34,Medium,High Spenders,57.959199999999996,309,8,743.3,1,1,4,114,3,Cannot Lose Them,11892.8
733,49,Male,56707,6,8,29,Electronics,604.53,45-54,Medium,Low Spenders,35.7021,162,29,604.53,3,3,3,333,2,Others,140250.96
734,23,Other,66886,7,6,40,Electronics,322.64,18-24,Medium,Low Spenders,35.2658,85,40,322.64,4,4,2,442,2,Others,77433.59999999999
735,38,Other,115537,10,7,25,Clothing,632.99,35-44,High,Low Spenders,52.9111,190,25,632.99,3,3,4,334,2,Promising,110773.25
736,52,Female,130875,76,10,14,Clothing,979.39,45-54,High,High Spenders,89.8025,267,14,979.39,2,2,5,225,1,Others,137114.59999999998
737,28,Male,104971,74,4,10,Clothing,297.17,25-34,High,High Spenders,69.1913,295,10,297.17,1,1,2,112,3,Others,11886.800000000001
738,18,Female,136320,52,5,42,Electronics,891.19,18-24,High,Medium Spenders,72.116,71,42,891.19,5,5,5,555,0,Champions,187149.90000000002
739,61,Male,113380,27,2,17,Electronics,177.5,55-64,High,Low Spenders,48.983999999999995,246,17,177.5,2,2,2,222,2,Others,6035.0
740,62,Female,119083,18,4,28,Electronics,317.78,55-64,High,Low Spenders,51.2049,169,28,317.78,3,3,2,332,2,Others,35591.36
741,50,Female,50944,24,3,36,Electronics,121.22,45-54,Medium,Low Spenders,31.2432,113,36,121.22,4,4,1,441,2,Others,13091.76
742,45,Other,30738,38,7,5,Home & Garden,144.0,45-54,Low,Medium Spenders,38.471399999999996,330,5,144.0,1,1,1,111,2,Others,5040.0
743,64,Male,132277,81,5,30,Sports,505.24,55-64,High,High Spenders,82.3831,155,30,505.24,3,3,3,333,1,Others,75786.0
744,56,Male,90816,20,10,35,Electronics,808.16,55-64,Medium,Low Spenders,55.5948,120,35,808.16,4,4,5,445,1,Champions,282856.0
745,30,Female,64288,93,9,43,Groceries,825.85,25-34,Medium,High Spenders,74.91640000000001,64,43,825.85,5,5,5,555,1,Champions,319603.95
746,60,Male,34657,99,10,3,Electronics,983.3,55-64,Low,High Spenders,70.0271,344,3,983.3,1,1,5,115,1,Cannot Lose Them,29498.999999999996
747,26,Male,44725,40,10,17,Groceries,307.42,25-34,Low,Medium Spenders,49.587500000000006,246,17,307.42,2,2,2,222,2,Others,52261.4
748,57,Female,58696,69,4,29,Groceries,570.87,55-64,Medium,Medium Spenders,53.498799999999996,162,29,570.87,3,3,3,333,0,Others,66220.92
749,22,Male,73023,30,1,19,Home & Garden,661.7,18-24,Medium,Medium Spenders,36.09689999999999,232,19,661.7,2,2,4,224,0,Others,12572.300000000001
750,41,Other,74985,68,8,21,Electronics,123.96,35-44,Medium,Medium Spenders,65.9055,218,21,123.96,2,2,1,221,3,Price Sensitive,20825.28
751,63,Male,37201,60,6,46,Groceries,90.96,55-64,Low,Medium Spenders,47.6203,43,46,90.96,5,5,1,551,3,New Customers,25104.96
752,31,Male,85928,10,2,40,Home & Garden,34.1,25-34,Medium,Low Spenders,34.178399999999996,85,40,34.1,4,4,1,441,2,Others,2728.0
